condition,symptom,probability
Aspergillosis,vomiting_blood,77.0
Aspergillosis,vulvar_sore,11.0
Aspergillosis,wrist_weakness,11.0
Asthma,allergic_reaction,11.0
Asthma,chest_tightness,14.0
Asthma,congestion_in_chest,8.0
Asthma,coryza,21.0
Asthma,cough,74.0
Asthma,coughing_up_sputum,8.0
Asthma,difficulty_breathing,45.0
Asthma,fever,36.0
Asthma,nasal_congestion,39.0
Asthma,sharp_chest_pain,25.0
Asthma,shortness_of_breath,61.0
Asthma,wheezing,55.0
Astigmatism,cross_eyed,6.0
Astigmatism,diminished_vision,70.0
Astigmatism,double_vision,6.0
Astigmatism,eye_deviation,9.0
Astigmatism,eye_moves_abnormally,9.0
Astigmatism,eye_redness,16.0
Astigmatism,foreign_body_sensation_in_eye,11.0
Astigmatism,itchiness_of_eye,16.0
Astigmatism,lacrimation,24.0
Astigmatism,pain_in_eye,16.0
Astigmatism,spots_or_clouds_in_vision,20.0
Astigmatism,symptoms_of_eye,29.0
Atelectasis,ache_all_over,26.0
Atelectasis,cough,64.0
Atelectasis,difficulty_breathing,26.0
Atelectasis,dizziness,42.0
Atelectasis,fever,42.0
Atelectasis,headache,26.0
Atelectasis,nasal_congestion,42.0
Atelectasis,rib_pain,26.0
Atelectasis,sharp_abdominal_pain,35.0
Atelectasis,sharp_chest_pain,53.0
Atelectasis,shortness_of_breath,61.0
Atelectasis,sore_throat,35.0
Athlete's foot,abnormal_appearing_skin,27.0
Athlete's foot,foot_or_toe_pain,61.0
Athlete's foot,foot_or_toe_swelling,24.0
Athlete's foot,irregular_appearing_nails,17.0
Athlete's foot,irregular_appearing_scalp,13.0
Athlete's foot,itching_of_skin,48.0
Athlete's foot,skin_dryness_peeling_scaliness_or_roughness,39.0
Athlete's foot,skin_irritation,17.0
Athlete's foot,skin_lesion,48.0
Athlete's foot,skin_on_leg_or_foot_looks_infected,27.0
Athlete's foot,skin_rash,65.0
Athlete's foot,skin_swelling,13.0
Atonic bladder,back_weakness,2.0
Atonic bladder,blood_in_urine,28.0
Atonic bladder,elbow_cramps_or_spasms,2.0
Atonic bladder,emotional_symptoms,2.0
Atonic bladder,frequent_urination,28.0
Atonic bladder,impotence,44.0
Atonic bladder,involuntary_urination,55.0
Atonic bladder,retention_of_urine,55.0
Atonic bladder,suprapubic_pain,28.0
Atonic bladder,symptoms_of_bladder,73.0
Atonic bladder,symptoms_of_prostate,28.0
Atonic bladder,wrist_weakness,2.0
Atrial fibrillation,decreased_heart_rate,2.0
Atrial fibrillation,dizziness,28.0
Atrial fibrillation,fatigue,22.0
Atrial fibrillation,increased_heart_rate,21.0
Atrial fibrillation,irregular_heartbeat,26.0
Atrial fibrillation,palpitations,31.0
Atrial fibrillation,sharp_chest_pain,38.0
Atrial fibrillation,shortness_of_breath,46.0
Atrial flutter,chest_tightness,21.0
Atrial flutter,difficulty_breathing,29.0
Atrial flutter,dizziness,29.0
Atrial flutter,fatigue,29.0
Atrial flutter,feeling_hot,6.0
Atrial flutter,frequent_urination,12.0
Atrial flutter,increased_heart_rate,50.0
Atrial flutter,irregular_heartbeat,70.0
Atrial flutter,palpitations,48.0
Atrial flutter,sharp_chest_pain,29.0
Atrial flutter,shortness_of_breath,38.0
Atrial flutter,swollen_lymph_nodes,6.0
Atrophic skin condition,abnormal_appearing_skin,39.0
Atrophic skin condition,acne_or_pimples,17.0
Atrophic skin condition,itching_of_skin,17.0
Atrophic skin condition,lip_swelling,11.0
Atrophic skin condition,skin_growth,78.0
Atrophic skin condition,skin_irritation,15.0
Atrophic skin condition,skin_lesion,35.0
Atrophic skin condition,skin_moles,34.0
Atrophic skin condition,skin_swelling,19.0
Atrophic skin condition,too_little_hair,11.0
Atrophic skin condition,warts,17.0
Atrophic skin condition,wrinkles_on_skin,49.0
Atrophic vaginitis,blood_in_urine,14.0
Atrophic vaginitis,frequent_urination,25.0
Atrophic vaginitis,hot_flashes,14.0
Atrophic vaginitis,intermenstrual_bleeding,14.0
Atrophic vaginitis,involuntary_urination,36.0
Atrophic vaginitis,lower_abdominal_pain,22.0
Atrophic vaginitis,pain_during_intercourse,31.0
Atrophic vaginitis,painful_urination,40.0
Atrophic vaginitis,suprapubic_pain,22.0
Atrophic vaginitis,vaginal_discharge,18.0
Atrophic vaginitis,vaginal_dryness,45.0
Atrophic vaginitis,vaginal_itching,45.0
Atrophy of the corpus cavernosum,abnormal_appearing_skin,42.0
Atrophy of the corpus cavernosum,bumps_on_penis,53.0
Atrophy of the corpus cavernosum,congestion_in_chest,15.0
Atrophy of the corpus cavernosum,fever,26.0
Atrophy of the corpus cavernosum,frequent_urination,15.0
Atrophy of the corpus cavernosum,groin_pain,15.0
Atrophy of the corpus cavernosum,impotence,26.0
Atrophy of the corpus cavernosum,penile_discharge,15.0
Atrophy of the corpus cavernosum,penis_pain,53.0
Atrophy of the corpus cavernosum,penis_redness,15.0
Atrophy of the corpus cavernosum,skin_growth,35.0
Atrophy of the corpus cavernosum,temper_problems,15.0
Attention deficit hyperactivity disorder (ADHD),antisocial_behavior,2.0
Attention deficit hyperactivity disorder (ADHD),anxiety_and_nervousness,32.0
Attention deficit hyperactivity disorder (ADHD),depression,34.0
Attention deficit hyperactivity disorder (ADHD),depressive_or_psychotic_symptoms,53.0
Attention deficit hyperactivity disorder (ADHD),drug_abuse,8.0
Attention deficit hyperactivity disorder (ADHD),excessive_anger,17.0
Attention deficit hyperactivity disorder (ADHD),hostile_behavior,17.0
Attention deficit hyperactivity disorder (ADHD),lack_of_growth,4.0
Attention deficit hyperactivity disorder (ADHD),low_self_esteem,4.0
Attention deficit hyperactivity disorder (ADHD),obsessions_and_compulsions,8.0
Attention deficit hyperactivity disorder (ADHD),restlessness,15.0
Attention deficit hyperactivity disorder (ADHD),temper_problems,9.0
Autism,antisocial_behavior,8.0
Autism,constipation,13.0
Autism,depressive_or_psychotic_symptoms,29.0
Autism,difficulty_speaking,6.0
Autism,eyelid_retracted,2.0
Autism,hostile_behavior,24.0
Autism,lack_of_growth,17.0
Autism,long_menstrual_periods,2.0
Autism,obsessions_and_compulsions,2.0
Autism,restlessness,6.0
Autism,seizures,41.0
Autism,temper_problems,11.0
Autonomic nervous system disorder,back_pain,31.0
Autonomic nervous system disorder,decreased_appetite,23.0
Autonomic nervous system disorder,difficulty_in_swallowing,13.0
Autonomic nervous system disorder,dizziness,31.0
Autonomic nervous system disorder,fainting,31.0
Autonomic nervous system disorder,fatigue,31.0
Autonomic nervous system disorder,headache,37.0
Autonomic nervous system disorder,leg_pain,52.0
Autonomic nervous system disorder,loss_of_sensation,37.0
Autonomic nervous system disorder,peripheral_edema,13.0
Autonomic nervous system disorder,pupils_unequal,23.0
Autonomic nervous system disorder,skin_lesion,37.0
Avascular necrosis,bowlegged_or_knock_kneed,12.0
Avascular necrosis,drug_abuse,12.0
Avascular necrosis,hip_pain,86.0
Avascular necrosis,knee_pain,53.0
Avascular necrosis,shoulder_pain,45.0
Avascular necrosis,shoulder_stiffness_or_tightness,12.0
Avascular necrosis,shoulder_weakness,12.0
Balanitis,abnormal_appearing_skin,38.0
Balanitis,cough,27.0
Balanitis,diaper_rash,47.0
Balanitis,fever,33.0
Balanitis,itching_of_skin,20.0
Balanitis,painful_urination,33.0
Balanitis,penile_discharge,23.0
Balanitis,penis_pain,53.0
Balanitis,penis_redness,73.0
Balanitis,skin_lesion,23.0
Balanitis,skin_rash,43.0
Balanitis,suprapubic_pain,23.0
Behcet disease,anxiety_and_nervousness,47.0
Behcet disease,blindness,47.0
Behcet disease,cough,47.0
Behcet disease,depression,47.0
Behcet disease,diarrhea,47.0
Behcet disease,diminished_vision,47.0
Behcet disease,mouth_ulcer,47.0
Behcet disease,neck_pain,47.0
Behcet disease,sharp_abdominal_pain,47.0
Behcet disease,shortness_of_breath,47.0
Behcet disease,upper_abdominal_pain,47.0
Behcet disease,vomiting,47.0
Bell palsy,abnormal_involuntary_movements,16.0
Bell palsy,diminished_vision,19.0
Bell palsy,eyelid_lesion_or_rash,16.0
Bell palsy,facial_pain,39.0
Bell palsy,focal_weakness,82.0
Bell palsy,headache,51.0
Bell palsy,loss_of_sensation,70.0
Bell palsy,paresthesia,19.0
Bell palsy,peripheral_edema,24.0
Bell palsy,symptoms_of_eye,21.0
Bell palsy,symptoms_of_the_face,67.0
Bell palsy,weakness,28.0
Benign kidney cyst,back_pain,44.0
Benign kidney cyst,blood_in_urine,49.0
Benign kidney cyst,decreased_appetite,13.0
Benign kidney cyst,drainage_in_throat,13.0
Benign kidney cyst,impotence,13.0
Benign kidney cyst,involuntary_urination,23.0
Benign kidney cyst,low_back_pain,32.0
Benign kidney cyst,sharp_abdominal_pain,57.0
Benign kidney cyst,side_pain,60.0
Benign kidney cyst,symptoms_of_prostate,13.0
Benign kidney cyst,symptoms_of_the_kidneys,23.0
Benign kidney cyst,vomiting,44.0
Benign paroxysmal positional vertical (BPPV),diminished_hearing,10.0
Benign paroxysmal positional vertical (BPPV),dizziness,98.0
Benign paroxysmal positional vertical (BPPV),fainting,18.0
Benign paroxysmal positional vertical (BPPV),feeling_ill,10.0
Benign paroxysmal positional vertical (BPPV),frontal_headache,5.0
Benign paroxysmal positional vertical (BPPV),headache,31.0
Benign paroxysmal positional vertical (BPPV),irregular_heartbeat,10.0
Benign paroxysmal positional vertical (BPPV),nausea,63.0
Benign paroxysmal positional vertical (BPPV),problems_with_movement,25.0
Benign paroxysmal positional vertical (BPPV),ringing_in_ear,18.0
Benign paroxysmal positional vertical (BPPV),vomiting,53.0
Benign paroxysmal positional vertical (BPPV),weakness,22.0
Benign prostatic hyperplasia (BPH),blood_in_urine,34.0
Benign prostatic hyperplasia (BPH),excessive_urination_at_night,30.0
Benign prostatic hyperplasia (BPH),frequent_urination,42.0
Benign prostatic hyperplasia (BPH),hesitancy,5.0
Benign prostatic hyperplasia (BPH),impotence,24.0
Benign prostatic hyperplasia (BPH),involuntary_urination,10.0
Benign prostatic hyperplasia (BPH),low_urine_output,3.0
Benign prostatic hyperplasia (BPH),pain_in_testicles,7.0
Benign prostatic hyperplasia (BPH),retention_of_urine,58.0
Benign prostatic hyperplasia (BPH),swelling_of_scrotum,4.0
Benign prostatic hyperplasia (BPH),symptoms_of_bladder,8.0
Benign prostatic hyperplasia (BPH),symptoms_of_prostate,48.0
Benign vaginal discharge (leukorrhea),burning_abdominal_pain,23.0
Benign vaginal discharge (leukorrhea),frequent_urination,11.0
Benign vaginal discharge (leukorrhea),pain_during_pregnancy,16.0
Benign vaginal discharge (leukorrhea),painful_urination,21.0
Benign vaginal discharge (leukorrhea),pelvic_pain,21.0
Benign vaginal discharge (leukorrhea),problems_during_pregnancy,28.0
Benign vaginal discharge (leukorrhea),sharp_abdominal_pain,57.0
Benign vaginal discharge (leukorrhea),suprapubic_pain,18.0
Benign vaginal discharge (leukorrhea),vaginal_discharge,92.0
Benign vaginal discharge (leukorrhea),vaginal_itching,50.0
Benign vaginal discharge (leukorrhea),vaginal_pain,18.0
Benign vaginal discharge (leukorrhea),vaginal_redness,9.0
Bipolar disorder,abusing_alcohol,18.0
Bipolar disorder,anxiety_and_nervousness,48.0
Bipolar disorder,delusions_or_hallucinations,20.0
Bipolar disorder,depression,62.0
Bipolar disorder,depressive_or_psychotic_symptoms,64.0
Bipolar disorder,drug_abuse,18.0
Bipolar disorder,excessive_anger,15.0
Bipolar disorder,fears_and_phobias,7.0
Bipolar disorder,hostile_behavior,21.0
Bipolar disorder,insomnia,21.0
Bipolar disorder,obsessions_and_compulsions,4.0
Bipolar disorder,temper_problems,13.0
Birth trauma,arm_stiffness_or_tightness,46.0
Birth trauma,depressive_or_psychotic_symptoms,30.0
Birth trauma,difficulty_speaking,30.0
Birth trauma,elbow_cramps_or_spasms,2.0
Birth trauma,emotional_symptoms,2.0
Birth trauma,itching_of_scrotum,2.0
Birth trauma,lack_of_growth,30.0
Birth trauma,low_back_weakness,2.0
Birth trauma,muscle_swelling,2.0
Birth trauma,nasal_congestion,30.0
Birth trauma,pus_in_sputum,2.0
Birth trauma,seizures,46.0
Bladder cancer,bladder_mass,9.0
Bladder cancer,blood_in_urine,44.0
Bladder cancer,excessive_urination_at_night,7.0
Bladder cancer,groin_mass,5.0
Bladder cancer,kidney_mass,2.0
Bladder cancer,mass_in_scrotum,2.0
Bladder cancer,pain_during_intercourse,2.0
Bladder cancer,penile_discharge,2.0
Bladder cancer,penis_redness,2.0
Bladder cancer,retention_of_urine,18.0
Bladder cancer,symptoms_of_bladder,14.0
Bladder cancer,symptoms_of_prostate,2.0
Bladder disorder,bladder_mass,20.0
Bladder disorder,blood_in_urine,53.0
Bladder disorder,coryza,20.0
Bladder disorder,frequent_urination,46.0
Bladder disorder,involuntary_urination,30.0
Bladder disorder,lower_abdominal_pain,16.0
Bladder disorder,painful_urination,20.0
Bladder disorder,pelvic_pain,16.0
Bladder disorder,retention_of_urine,33.0
Bladder disorder,sharp_abdominal_pain,36.0
Bladder disorder,suprapubic_pain,27.0
Bladder disorder,symptoms_of_bladder,59.0
Bladder obstruction,bedwetting,7.0
Bladder obstruction,blood_in_urine,27.0
Bladder obstruction,excessive_urination_at_night,13.0
Bladder obstruction,frequent_urination,41.0
Bladder obstruction,hesitancy,23.0
Bladder obstruction,impotence,44.0
Bladder obstruction,involuntary_urination,13.0
Bladder obstruction,peripheral_edema,13.0
Bladder obstruction,retention_of_urine,80.0
Bladder obstruction,suprapubic_pain,27.0
Bladder obstruction,symptoms_of_bladder,46.0
Bladder obstruction,symptoms_of_prostate,41.0
Blastomycosis,ankle_pain,91.0
Blastomycosis,excessive_anger,91.0
Blastomycosis,excessive_urination_at_night,91.0
Blastomycosis,facial_pain,91.0
Blastomycosis,fatigue,91.0
Blastomycosis,joint_stiffness_or_tightness,91.0
Blastomycosis,knee_lump_or_mass,91.0
Blastomycosis,pain_during_pregnancy,91.0
Blastomycosis,pain_in_eye,91.0
Blastomycosis,pain_or_soreness_of_breast,91.0
Blastomycosis,shoulder_cramps_or_spasms,91.0
Blastomycosis,wrist_pain,91.0
Blepharitis,diminished_vision,64.0
Blepharitis,eye_burns_or_stings,21.0
Blepharitis,eye_redness,56.0
Blepharitis,eyelid_lesion_or_rash,21.0
Blepharitis,eyelid_swelling,26.0
Blepharitis,itchiness_of_eye,47.0
Blepharitis,lacrimation,40.0
Blepharitis,pain_in_eye,54.0
Blepharitis,spots_or_clouds_in_vision,29.0
Blepharitis,swollen_eye,46.0
Blepharitis,symptoms_of_eye,43.0
Blepharitis,white_discharge_from_eye,24.0
Blepharospasm,abnormal_movement_of_eyelid,79.0
Blepharospasm,arm_weakness,27.0
Blepharospasm,blindness,27.0
Blepharospasm,cramps_and_spasms,27.0
Blepharospasm,diminished_vision,43.0
Blepharospasm,eye_moves_abnormally,27.0
Blepharospasm,eyelid_lesion_or_rash,27.0
Blepharospasm,headache,27.0
Blepharospasm,leg_weakness,27.0
Blepharospasm,low_back_weakness,2.0
Blepharospasm,muscle_cramps_contractures_or_spasms,27.0
Blepharospasm,pain_during_intercourse,27.0
Bone cancer,ache_all_over,27.0
Bone cancer,arm_lump_or_mass,8.0
Bone cancer,back_pain,27.0
Bone cancer,fatigue,21.0
Bone cancer,gum_pain,8.0
Bone cancer,joint_pain,8.0
Bone cancer,leg_pain,27.0
Bone cancer,low_back_pain,31.0
Bone cancer,muscle_pain,8.0
Bone cancer,peripheral_edema,15.0
Bone cancer,problems_with_movement,8.0
Bone cancer,rib_pain,15.0
Bone disorder,back_pain,36.0
Bone disorder,bones_are_painful,16.0
Bone disorder,difficulty_speaking,3.0
Bone disorder,hot_flashes,3.0
Bone disorder,knee_pain,27.0
Bone disorder,leg_cramps_or_spasms,5.0
Bone disorder,leg_lump_or_mass,2.0
Bone disorder,leg_pain,25.0
Bone disorder,leg_weakness,5.0
Bone disorder,muscle_stiffness_or_tightness,2.0
Bone disorder,shoulder_pain,25.0
Bone disorder,stiffness_all_over,3.0
Bone spur of the calcaneous,ankle_pain,50.0
Bone spur of the calcaneous,ankle_swelling,14.0
Bone spur of the calcaneous,elbow_pain,14.0
Bone spur of the calcaneous,foot_or_toe_pain,94.0
Bone spur of the calcaneous,foot_or_toe_swelling,32.0
Bone spur of the calcaneous,heartburn,14.0
Bone spur of the calcaneous,joint_pain,14.0
Bone spur of the calcaneous,leg_pain,24.0
Bone spur of the calcaneous,muscle_pain,14.0
Bone spur of the calcaneous,paresthesia,14.0
Bone spur of the calcaneous,problems_with_movement,14.0
Bone spur of the calcaneous,weight_gain,14.0
Brachial neuritis,arm_pain,68.0
Brachial neuritis,arm_weakness,13.0
Brachial neuritis,back_pain,46.0
Brachial neuritis,elbow_pain,13.0
Brachial neuritis,hand_or_finger_pain,27.0
Brachial neuritis,hand_or_finger_weakness,9.0
Brachial neuritis,headache,40.0
Brachial neuritis,loss_of_sensation,63.0
Brachial neuritis,low_back_pain,34.0
Brachial neuritis,neck_pain,86.0
Brachial neuritis,paresthesia,33.0
Brachial neuritis,shoulder_pain,70.0
Brain cancer,arm_weakness,6.0
Brain cancer,blindness,6.0
Brain cancer,decreased_appetite,14.0
Brain cancer,difficulty_speaking,6.0
Brain cancer,disturbance_of_memory,12.0
Brain cancer,focal_weakness,17.0
Brain cancer,headache,52.0
Brain cancer,leg_weakness,6.0
Brain cancer,seizures,45.0
Brain cancer,slurring_words,9.0
Brain cancer,stomach_bloating,6.0
Brain cancer,weakness,21.0
Breast cancer,bleeding_or_discharge_from_nipple,2.0
Breast cancer,hot_flashes,7.0
Breast cancer,joint_stiffness_or_tightness,2.0
Breast cancer,lump_or_mass_of_breast,21.0
Breast cancer,pain_or_soreness_of_breast,9.0
Breast cyst,arm_lump_or_mass,6.0
Breast cyst,bleeding_or_discharge_from_nipple,21.0
Breast cyst,coughing_up_sputum,6.0
Breast cyst,irregular_belly_button,6.0
Breast cyst,lump_or_mass_of_breast,89.0
Breast cyst,neck_mass,6.0
Breast cyst,pain_or_soreness_of_breast,56.0
Breast cyst,skin_growth,21.0
Breast cyst,vaginal_dryness,6.0
Breast cyst,warts,6.0
Breast infection (mastitis),abnormal_appearing_skin,40.0
Breast infection (mastitis),bleeding_or_discharge_from_nipple,23.0
Breast infection (mastitis),bones_are_painful,11.0
Breast infection (mastitis),chills,15.0
Breast infection (mastitis),fever,36.0
Breast infection (mastitis),long_menstrual_periods,4.0
Breast infection (mastitis),lump_or_mass_of_breast,53.0
Breast infection (mastitis),mouth_dryness,4.0
Breast infection (mastitis),pain_or_soreness_of_breast,85.0
Breast infection (mastitis),postpartum_problems_of_the_breast,21.0
Breast infection (mastitis),recent_pregnancy,15.0
Breast infection (mastitis),skin_growth,11.0
Broken tooth,bleeding_gums,11.0
Broken tooth,bleeding_in_mouth,14.0
Broken tooth,difficulty_eating,8.0
Broken tooth,dry_lips,4.0
Broken tooth,facial_pain,37.0
Broken tooth,gum_pain,25.0
Broken tooth,lip_swelling,14.0
Broken tooth,lump_over_jaw,4.0
Broken tooth,mouth_pain,14.0
Broken tooth,peripheral_edema,14.0
Broken tooth,slurring_words,4.0
Broken tooth,toothache,88.0
Bronchiectasis,coryza,34.0
Bronchiectasis,cough,74.0
Bronchiectasis,coughing_up_sputum,41.0
Bronchiectasis,difficulty_breathing,41.0
Bronchiectasis,drainage_in_throat,25.0
Bronchiectasis,fatigue,25.0
Bronchiectasis,fever,25.0
Bronchiectasis,fluid_retention,14.0
Bronchiectasis,hemoptysis,47.0
Bronchiectasis,nasal_congestion,34.0
Bronchiectasis,shortness_of_breath,56.0
Bronchiectasis,sore_throat,34.0
Bruise,arm_pain,28.0
Bruise,back_pain,37.0
Bruise,foot_or_toe_pain,31.0
Bruise,hand_or_finger_pain,34.0
Bruise,headache,36.0
Bruise,hip_pain,25.0
Bruise,knee_pain,41.0
Bruise,leg_pain,29.0
Bruise,neck_pain,25.0
Bruise,rib_pain,26.0
Bruise,sharp_chest_pain,26.0
Bruise,shoulder_pain,34.0
Bunion,foot_or_toe_lump_or_mass,31.0
Bunion,foot_or_toe_pain,80.0
Bunion,foot_or_toe_swelling,10.0
Bunion,knee_pain,25.0
Bunion,leg_swelling,10.0
Bunion,pain_or_soreness_of_breast,10.0
Bunion,problems_with_movement,18.0
Bunion,skin_growth,10.0
Bunion,skin_irritation,10.0
Bunion,skin_moles,18.0
Bunion,skin_on_leg_or_foot_looks_infected,18.0
Bunion,stiffness_all_over,10.0
Burn,bleeding_from_ear,3.0
Burn,elbow_pain,12.0
Burn,hand_or_finger_pain,19.0
Burn,headache,24.0
Burn,knee_pain,26.0
Burn,penis_redness,1.0
Burn,skin_irritation,3.0
Burn,wrist_pain,12.0
Burn,wrist_swelling,1.0
Bursitis,arm_pain,42.0
Bursitis,arm_stiffness_or_tightness,5.0
Bursitis,arm_swelling,4.0
Bursitis,elbow_pain,47.0
Bursitis,elbow_swelling,36.0
Bursitis,hip_pain,23.0
Bursitis,knee_pain,55.0
Bursitis,knee_swelling,22.0
Bursitis,leg_pain,25.0
Bursitis,leg_swelling,8.0
Bursitis,shoulder_pain,88.0
Bursitis,shoulder_stiffness_or_tightness,12.0
Callus,abnormal_appearing_skin,40.0
Callus,acne_or_pimples,30.0
Callus,foot_or_toe_pain,62.0
Callus,foot_or_toe_swelling,17.0
